"species","lat","lon","sitename","date","canopy_cover","uid"
"Avena barbata Pott ex Link",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,0.5,"a73e584c-6e54-4cd8-bd02-51deb52d8b09"
"Bromus hordeaceus L.",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,17,"e0b5d8d3-6c37-4608-83cd-a3a3a5b8e340"
"Plagiobothrys nothofulvus (A. Gray) A. Gray",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,0.5,"b77fe7b4-5458-48f7-b580-bf522fcdf09f"
"Trifolium willdenovii Spreng.",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,20,"45e114c5-774d-4762-9171-bbbed757cc3d"
"Lupinus bicolor Lindl.",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,0.5,"83e094b9-2e56-450a-8a8f-258ebd14b156"
"Bromus diandrus Roth",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,1,"f07349bb-c747-41f5-976d-ad5f51741c3d"
"Silene gallica L.",37.11,-119.72,"SJER_SJER_001_40.3.1",2019-04-22,0.5,"481bef7d-b25a-4461-8b6c-18164b486b50"
"Trifolium microcephalum Pursh",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,2,"814858b2-11df-4559-b777-80c70dd903f0"
"Trifolium microcephalum Pursh",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,4,"8cdc3d8b-942a-4fd7-a6fb-88e4aba6d835"
"Aira caryophyllea L.",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,7,"b702d0ef-bba0-4469-a4c8-3dbd4eeba961"
"Avena barbata Pott ex Link",37.11,-119.72,"SJER_SJER_001_40.3.1",2019-04-22,1,"2a8e5d4b-7184-4e31-8534-066e06b26180"
"Calandrinia ciliata (Ruiz & Pav.) DC.",37.11,-119.72,"SJER_SJER_001_31.1.1",2019-04-22,2,"70b97a6b-bfee-455b-bd84-377ca590ea43"
"Lolium perenne L.",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,0.5,"3a3bc9f5-0fc8-4a37-8cc2-429d5288a1cc"
"Avena barbata Pott ex Link",37.11,-119.72,"SJER_SJER_001_31.1.1",2019-04-22,0.5,"82c1f014-93eb-4028-9fd4-065a3d1459ee"
"Erodium botrys (Cav.) Bertol.",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,10,"2b7e73ef-26bd-410f-b5d5-07f42f29d58d"
"Bromus diandrus Roth",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,0.5,"ffc464ef-48a3-4535-91a8-d45ddab4ce17"
"Trifolium ciliolatum Benth.",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,1,"c2dd8348-71f9-4f0c-897e-ae95044d3cff"
"Erodium botrys (Cav.) Bertol.",37.11,-119.72,"SJER_SJER_001_40.3.1",2019-04-22,35,"3803c038-c506-4735-ad81-92393da63e79"
"Hypochaeris glabra L.",37.11,-119.72,"SJER_SJER_001_31.1.1",2019-04-22,20,"d8188ae7-459e-423e-afd7-8976ade62c0e"
"Erodium botrys (Cav.) Bertol.",37.11,-119.72,"SJER_SJER_001_31.1.1",2019-04-22,3,"00006797-0dfd-4c3a-8ae7-321a176909cf"
"Hypochaeris glabra L.",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,3,"e2b6b74e-aae1-4ab7-9384-05c19248dcd3"
"Avena barbata Pott ex Link",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,0.5,"50b033f7-feac-4233-9695-47bfbab6a190"
"Silene gallica L.",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,3,"4510544d-fcae-4d61-988c-053b260fd5ec"
"Erodium botrys (Cav.) Bertol.",37.11,-119.72,"SJER_SJER_001_40.1.1",2019-04-22,3,"028b0e02-e217-4f59-a8c8-d403a8699345"
"Muilla maritima (Torr.) S. Watson",37.11,-119.72,"SJER_SJER_001_41.4.1",2019-04-22,1,"fe79ccbb-8ce1-4295-a181-c750eeb73365"
"Stellaria media (L.) Vill.",37.11,-119.72,"SJER_SJER_001_32.2.1",2019-04-23,0.5,"ff16d0b8-fb58-470e-81f0-1f0d92392a93"
"Trifolium ciliolatum Benth.",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,1,"9eedcc35-405e-4b02-a273-a47dbbe56b9a"
"Plagiobothrys nothofulvus (A. Gray) A. Gray",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,0.5,"f9e36f28-654a-4067-9b85-a066337b5303"
"Erodium botrys (Cav.) Bertol.",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,18,"1a46e478-3be8-4a8e-b745-a5c8dbef70a5"
"Hypochaeris glabra L.",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,10,"a10507e4-c7db-402f-89e4-2bb749c0e081"
"Hypochaeris glabra L.",37.08,-119.74,"SJER_SJER_002_40.3.1",2019-04-23,7,"6958f5ab-135a-408e-821b-96c82741f017"
"Avena barbata Pott ex Link",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,0.5,"839b6835-6e67-4fac-8fc6-82b495cb23d2"
"Avena barbata Pott ex Link",37.08,-119.74,"SJER_SJER_002_40.3.1",2019-04-23,0.5,"18d9ff46-904d-4cf1-9490-a271bf36329b"
"Trifolium microcephalum Pursh",37.08,-119.74,"SJER_SJER_002_40.3.1",2019-04-23,0.5,"6daf4848-f37e-4841-92cb-b8a02a6d877b"
"Erodium botrys (Cav.) Bertol.",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,5,"d824037a-4529-49b2-a78c-fab52470584b"
"Avena barbata Pott ex Link",37.08,-119.74,"SJER_SJER_002_32.2.1",2019-04-23,0.5,"47485767-5e18-4b19-9aab-8d920846f4b4"
"Hypochaeris glabra L.",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,12,"2631e7c1-ca30-4116-8cc5-4ea93059bf4a"
"Bromus diandrus Roth",37.08,-119.74,"SJER_SJER_002_41.4.1",2019-04-23,0.5,"9fb723b7-95af-48ae-afe6-35200f40a0ff"
"Trifolium microcephalum Pursh",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,0.5,"966f7ec9-d6f8-4b90-a4d4-afcbf18bf8f4"
"Bromus hordeaceus L.",37.08,-119.74,"SJER_SJER_002_32.2.1",2019-04-23,2,"0e349d62-6c9f-48e5-a923-0b8c8b6f8f4d"
"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,4,"e351cae3-1a64-493f-a104-f7233108200b"
"Lupinus benthamii A. Heller",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,4,"89e2c141-2f3c-425f-8606-bf0dab345d52"
"Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr.",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,1,"2d3962ab-754f-4016-8431-2391de02a473"
"Hypochaeris glabra L.",37.08,-119.74,"SJER_SJER_002_41.4.1",2019-04-23,3,"7db83acd-2107-4c1e-9f5c-f0ba5922201c"
"Bromus diandrus Roth",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,0.5,"04240971-c30d-48d7-b3cc-37441562508d"
"Plagiobothrys nothofulvus (A. Gray) A. Gray",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,2,"f84d339a-bfbd-410b-84a9-fd0ef8292c68"
"Bromus diandrus Roth",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,1,"9d7147a1-60c0-4156-ace8-a7f495482af1"
"Erodium cicutarium (L.) L'Hér. ex Aiton",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,10,"8f98ab61-6261-469c-8cd6-8d6ac37295d3"
"Trifolium microcephalum Pursh",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,1,"ee474ba6-8ce8-4f73-8768-a2e11c65273f"
"Plagiobothrys nothofulvus (A. Gray) A. Gray",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,0.5,"bb56d123-c757-4c21-beb1-718d7e264444"
"Erodium botrys (Cav.) Bertol.",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,7,"a0e47542-4c9e-4361-abc4-276a24f68700"
"Trifolium microcephalum Pursh",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,0.5,"5ffbf56b-ba51-40e1-9eef-0d59e0d89747"
"Bromus hordeaceus L.",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,8,"9a594a15-0bba-4be8-b47c-1ba0f8c10bdd"
"Hordeum marinum Huds.",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,15,"89e4534f-4590-439f-99d1-f60d73ce4011"
"Bromus hordeaceus L.",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,10,"9a9bd59e-ea2f-44eb-8fcd-2d22fbeb57df"
"Geranium molle L.",37.11,-119.72,"SJER_SJER_001_32.2.1",2019-04-23,0.5,"6b75ddbc-8063-4a70-a97e-07422f4b5f5d"
"Avena barbata Pott ex Link",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,2,"ccdb381a-4789-487b-babc-a0b27af3690a"
"Bromus tectorum L.",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,0.5,"e4abaf52-99b9-4d4d-811c-b70cf8a616b9"
"Bromus diandrus Roth",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,20,"e96bef76-bd15-4374-b33d-7205b7d5aa16"
"Bromus hordeaceus L.",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,2,"fc1b58ce-953d-4a2a-8cb6-aca800239cc2"
"Bromus hordeaceus L.",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,15,"83ca6954-8b7a-4310-b97b-e6d387966aef"
"Bromus hordeaceus L.",37.08,-119.74,"SJER_SJER_002_40.3.1",2019-04-23,15,"0e785817-b25e-4f5e-aa8c-07fb9f343fbe"
"Bromus tectorum L.",37.11,-119.72,"SJER_SJER_001_32.2.1",2019-04-23,5,"3762c82c-b081-4676-81b6-30562b16b02f"
"Hypochaeris glabra L.",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,3,"1bdae7c4-6d6a-4d76-8e33-76a31d0a3e33"
"Hypochaeris glabra L.",37.08,-119.74,"SJER_SJER_002_32.2.1",2019-04-23,5,"83f85dfb-8086-407b-91fe-5f2042c733cc"
"Bromus rubens L.",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,0.5,"e03984a6-464f-432f-a074-27e39de1d2bc"
"Hypochaeris glabra L.",37.11,-119.72,"SJER_SJER_001_32.4.1",2019-04-23,28,"5e1a2e1a-568b-4da7-ad44-6b82786e2d05"
"Quercus wislizeni A. DC.",37.11,-119.72,"SJER_SJER_001_32.2.1",2019-04-23,0.5,"ef3f6f14-ef5e-4d3c-8c4c-980dd9712eec"
"Trifolium microcephalum Pursh",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,1,"62dcb5fc-2701-4680-867e-78297d95d77c"
"Cerastium glomeratum Thuill.",37.08,-119.74,"SJER_SJER_002_40.1.1",2019-04-23,2,"ae758261-abc7-4600-9284-cb011efce073"
"Erodium botrys (Cav.) Bertol.",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,7,"9f94e6ac-5a8e-4871-be2e-e2a1bb3b9c53"
"Erodium botrys (Cav.) Bertol.",37.08,-119.74,"SJER_SJER_002_32.2.1",2019-04-23,1,"b97266b8-54c2-46b0-924e-11aa55d0b072"
"Bromus diandrus Roth",37.08,-119.74,"SJER_SJER_002_32.4.1",2019-04-23,5,"ebb01959-528c-4de7-a751-9ed6fb4f8c61"
"Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr.",37.08,-119.74,"SJER_SJER_002_41.4.1",2019-04-23,0.5,"3ce5a121-dba5-4391-ba88-1efd96698c34"
"Croton setigerus Hook.",37.08,-119.74,"SJER_SJER_002_32.2.1",2019-04-23,0.5,"e60d7cbc-35e1-4c22-9c48-7521ea4ba85f"
"Erodium botrys (Cav.) Bertol.",37.08,-119.74,"SJER_SJER_002_40.3.1",2019-04-23,8,"b9114f05-7a01-4135-b1f3-a172a66e9be2"
"Bromus diandrus Roth",37.08,-119.74,"SJER_SJER_002_40.3.1",2019-04-23,7,"d4b64390-5948-4c1e-b845-a219518ea740"
"Plagiobothrys nothofulvus (A. Gray) A. Gray",37.08,-119.74,"SJER_SJER_002_40.3.1",2019-04-23,6,"ca30ed32-147c-4b2c-a6db-25e8c05e9f14"
"Avena barbata Pott ex Link",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,1,"7f9772b6-71a6-4a07-8723-40a07a5f45c0"
"Lupinus bicolor Lindl.",37.08,-119.74,"SJER_SJER_002_31.1.1",2019-04-23,0.5,"d935013c-84fa-4e63-af8d-8e0fb7240574"
"Erodium botrys (Cav.) Bertol.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,3,"85b6815c-2398-46e5-ab16-02b28119d5ba"
"Geranium molle L.",37.11,-119.73,"SJER_SJER_045_41.4.1",2019-04-24,25,"ccb5e0c6-d81c-4b50-83b4-9bf87fc34848"
"Hypochaeris glabra L.",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,7,"6be8e173-5e1d-4b85-a8cb-e08305bcb0dc"
"Hypochaeris glabra L.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,20,"52e8f468-e96d-411d-87e4-100f69ebb25a"
"Hypochaeris glabra L.",37.11,-119.73,"SJER_SJER_045_41.4.1",2019-04-24,1,"119a7cc7-2cc0-40c0-881d-14292f8d0ef9"
"Torilis arvensis (Huds.) Link",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,1,"adc8507c-ec9b-47f9-ac20-862c432a824a"
"Avena barbata Pott ex Link",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,0.5,"53dc02ee-8341-478e-906d-07221238aa5f"
"Silene gallica L.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,3,"e65229ea-ae59-4d06-aacb-48aec64af0f5"
"Aira caryophyllea L.",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,0.5,"40d1a3a0-7d67-4fa4-9bdd-6e7defdbb1f1"
"Bromus hordeaceus L.",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,2,"3b9194dd-0268-4bab-b6bc-946a426f510f"
"Trifolium willdenovii Spreng.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,1,"77886045-a42d-411a-9c78-8c209ca135b4"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,3,"8671c6dc-342b-4d0a-8295-cfff7b28c6d7"
"Oxalis radicosa A. Rich.",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,20,"868568b6-bdec-4123-97a0-f1d32bc49b5d"
"Pterostegia drymarioides Fisch. & C.A. Mey.",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,10,"12fe61ab-ea10-468d-9df0-78e1d04c9783"
"Hypochaeris glabra L.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,5,"23ffede9-dec2-476b-bb5b-3733f6aed2e2"
"Claytonia perfoliata Donn ex Willd.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,1,"f27d0791-f62a-4771-9535-88a72d9a8a46"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,5,"3755eb25-9c06-4926-9dae-5b8d04aa2553"
"Pterostegia drymarioides Fisch. & C.A. Mey.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,1,"88f6ff00-35a2-4bb2-9b90-bb19178d3f28"
"Carduus pycnocephalus L.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,6,"ddbf058d-215b-4781-9293-bb939ed69ea9"
"Aira caryophyllea L.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,1,"96c9dbd4-f4f7-46fe-83e4-efedf1023bf7"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_045_41.4.1",2019-04-24,2,"c0f5555c-9586-41c6-8ee8-d0a27b6f7bfd"
"Bromus hordeaceus L.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,15,"27b7503c-cb09-414a-bb94-17a87a29197f"
"Galium aparine L.",37.11,-119.73,"SJER_SJER_045_41.4.1",2019-04-24,2,"82733611-8095-45ba-be1b-4790a7451788"
"Galium aparine L.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,3,"ab70c1d9-eb4e-4627-b70f-58ab308fac6b"
"Aira caryophyllea L.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,5,"0979df59-9ab6-4dfc-a4d2-210539988770"
"Bromus hordeaceus L.",37.11,-119.73,"SJER_SJER_045_41.4.1",2019-04-24,20,"4b9592ed-b931-470d-8d89-fc885e44cf66"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,15,"c7c12b06-78cb-4cd2-908f-faab0b3ed367"
"Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,2,"1142671f-7dda-4306-ae95-10b9e15f79db"
"Erodium botrys (Cav.) Bertol.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,5,"d6a7fffe-6871-4ffa-83af-59488d884169"
"Bromus hordeaceus L.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,35,"f56f24dd-cf2a-4e41-b044-49ac5c218032"
"Claytonia perfoliata Donn ex Willd.",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,2,"ce320e36-773d-4d5c-bba7-d2d1acedb16a"
"Trifolium ciliolatum Benth.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,0.5,"bda3e9ad-7884-4439-a8cc-50ff85b45f42"
"Cerastium glomeratum Thuill.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,2,"4f3fce13-c55d-44bd-99c7-62c348452a41"
"Trifolium ciliolatum Benth.",37.11,-119.73,"SJER_SJER_045_41.4.1",2019-04-24,0.5,"00b92880-f087-4939-8910-ea90c4d3315c"
"Avena barbata Pott ex Link",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,2,"1807dd8a-d68f-490c-8a18-fbc6a6b44cbe"
"Silene gallica L.",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,1,"10230dcb-2277-46f6-af76-c1e6cb62c258"
"Galium aparine L.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,0.5,"6531843b-8fb4-4161-9b21-a22f20e758a4"
"Thysanocarpus curvipes Hook.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,1,"a63a20ca-0371-4833-a7db-ed7d4adf2c27"
"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw.",37.11,-119.73,"SJER_SJER_045_40.3.1",2019-04-24,0.5,"4547454d-1bc2-40c0-86ac-a1b26044c09a"
"Oxalis radicosa A. Rich.",37.11,-119.73,"SJER_SJER_045_40.1.1",2019-04-24,0.5,"cd46a7fc-26bd-4eae-a529-0a22a52f2e1e"
"Trifolium microcephalum Pursh",37.11,-119.73,"SJER_SJER_045_31.1.1",2019-04-24,3,"a57f9d51-2a36-4293-bad6-502c5eb8f1ae"
"Avena barbata Pott ex Link",37.11,-119.73,"SJER_SJER_045_32.4.1",2019-04-25,0.5,"8f9be21b-8f1c-45b8-bb1b-a1b78e06beb6"
"Plagiobothrys nothofulvus (A. Gray) A. Gray",37.11,-119.75,"SJER_SJER_004_32.2.1",2019-04-25,20,"e55d11e6-47cf-4893-9852-6d31b6985fe8"
"Logfia gallica (L.) Coss. & Germ.",37.11,-119.75,"SJER_SJER_004_32.4.1",2019-04-25,1,"0f31a0c4-bc00-458a-844d-6c9ec9b70876"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_045_32.2.1",2019-04-25,25,"d9a60ad0-ba7c-4aad-9b6f-b0fb9b0af827"
"Erodium botrys (Cav.) Bertol.",37.12,-119.75,"SJER_SJER_005_31.1.1",2019-04-25,2,"40ffb03e-5acf-441a-969b-a4dec36a5aff"
"Erodium botrys (Cav.) Bertol.",37.12,-119.75,"SJER_SJER_005_32.2.1",2019-04-25,1,"40e3605e-79fa-4464-9884-47180c8b2e4e"
"Carduus pycnocephalus L.",37.12,-119.75,"SJER_SJER_005_32.2.1",2019-04-25,10,"a6aae3fb-dc9e-4a8a-b953-f198a11af8cd"
"Avena barbata Pott ex Link",37.12,-119.75,"SJER_SJER_005_32.4.1",2019-04-25,0.5,"c8ac369a-826b-4067-a8e8-dbf93e0d8e18"
"Erodium botrys (Cav.) Bertol.",37.11,-119.75,"SJER_SJER_004_32.4.1",2019-04-25,1,"14e78e84-3e39-481a-8029-e2b317d17462"
"Trifolium ciliolatum Benth.",37.11,-119.73,"SJER_SJER_045_32.2.1",2019-04-25,1,"6152a55c-8dfb-4625-bab0-f4b1e7c5dc91"
"Pterostegia drymarioides Fisch. & C.A. Mey.",37.11,-119.73,"SJER_SJER_045_32.2.1",2019-04-25,30,"e177919e-5e21-484f-9ce1-1368d127bdbf"
"Croton setigerus Hook.",37.11,-119.75,"SJER_SJER_004_32.4.1",2019-04-25,0.5,"88866ec9-40e5-4c20-8b6f-46843a139873"
"Erodium botrys (Cav.) Bertol.",37.11,-119.75,"SJER_SJER_004_32.2.1",2019-04-25,5,"a75367e5-2870-4023-b550-0a4e97779f62"
"Trifolium microcephalum Pursh",37.11,-119.75,"SJER_SJER_004_32.2.1",2019-04-25,2,"451a851b-b965-4270-98d9-2a59b54303e9"
"Bromus hordeaceus L.",37.12,-119.75,"SJER_SJER_005_31.1.1",2019-04-25,9,"c54a7387-bc8a-46e9-8fbd-d1e766ba6471"
"Lewisia triphylla (S. Watson) B.L. Rob.",37.11,-119.73,"SJER_SJER_045_32.4.1",2019-04-25,1,"df2dd526-7683-4a9a-b5a0-d4cc186aa18c"
"Bromus diandrus Roth",37.11,-119.75,"SJER_SJER_004_32.2.1",2019-04-25,17,"a79d482d-5b04-46d0-a9b7-a4f8de58ff53"
"Silene gallica L.",37.11,-119.73,"SJER_SJER_045_32.2.1",2019-04-25,1,"7ae82378-9371-4979-98b7-b0e3d6f9004e"
